Provider NI Name,Provider ID,Provider Name
"Khan, Sumbal",1-16371554710,Black Horse Care Limited
"Khan, Usamah",1-13789266499,YourWay Homecare 24/7 Ltd
"Khan, Zaheer",1-2620389900,Goldcrest Care Services Ltd
"Khan, Zahid",1-4678420156,Great North Home Care Limited
"Khan, Zaman",1-1599158130,Dual Care Limited
"Khangure, Boota",1-4853049040,Willows Residential Care Ltd
"Khangure, Boota",1-622598088,High Oak Care Limited
"Khanom, Shorifa",1-7156776725,Serene Home Care Limited
"Khanum, Naddiya",1-13435862449,One Care Services Ltd
"Khanzada, Naveed",1-15978994051,Simple Choice Health Care Ltd
"Khatun, Hasna",1-4882163050,Fairplacecare Limited
"Khawaja, Fraz",1-10317600011,Care Crown Limited
"Khodabux, Mohamad",1-13239543319,Angel Support (Newham) Limited
"Khodabux, Reshad",1-119229192,Next Step Support Limited
"Khodabux, Saif",1-6682598410,Angel Support Living (UK) Limited
"Khodaverdy, Faezeh",1-101645252,Saivan Care Services Limited
"Khojani, Bahisa",1-4964990296,Icare Solutions Stockport Limited
"Khoshrouz, Elmira",1-15920106029,Manchester Roses Homecare Ltd
"Khosla, Rishi",1-138466459,Reason Care (UK) Limited
"Khosla, Rishi",1-5646399913,The Tides Craignair Care Limited
"Khosla, Rishi",1-5648417817,The Tides Cloisters Care Limited
"Khubchandani, Girish",1-126999650,Carers for You Limited
"Khumalo, Ndabezulu",1-17410173712,Trellis Care Limited
"Khumalo, Princess",1-14479237065,Khumalo Care Ltd
"Khumalo-Wolfenden, Betty",1-15136095709,Angels-Touch Care Ltd
"Khunkhune, Kamaljit",1-13942614457,THE PRIMARY AND URGENT CARE ALLIANCE LTD
"Khurana, Avi",1-101660422,Isle Care (Axholme) Ltd
"Khurana, Avi",1-119233112,P B Residential Care Limited
"Kiapene, Charity",1-14330791400,Charey Care UK Ltd
"Kiarago, Leonard",1-13944918649,Infinite Social Care Ltd
"Kiarie, Beth",1-6321533303,Acestar Care Ltd
"Kibwe, Carine",1-13654433344,Caris Care Solutions Ltd
"Kidd, John",1-101642300,Innovation Care Limited
"Kidd, Kelly",1-7747273994,Bespoke Care and Training Limited
"Kieru, Mary",1-12242286492,Crosseagle Care Services Ltd
"Kigotho, Pauline",1-9591534655,Denbridge Care Limited
"Kiilu, Patrick",1-15923936368,Mediaid Care Services Ltd
"Kiladejo, Debora",1-9391996129,Kome Care Ltd
"Kilburn, Jonathan",1-1819926119,Orbital 4 Support Limited
"Kilby, Natalie",1-19611228600,Oak House Homecare Cambs Ltd
"Kim, Ann",1-9655630144,Faithful Care (UK) Limited
"Kimani, Judy",1-12097683499,AvielaCare Ltd
"Kimani, Tony",1-18333633890,Delicate Care Ltd
"Kimbowa, Eric",1-15907881581,Mina Care Services Ltd
"Kind, Adele",1-13903751739,A Kind Homecare Limited
"King, David",1-101677262,Resolve (Care Northern) Limited
"King, Gaston",1-11499107722,"Gum Health, Bath & Bristol Periodontal Clinic Ltd"
"King, Jonathon",1-324602192,Support 2 Independence
"King, Kimberley",1-17593316330,Hampstead Care Ltd
"King, Lucy",1-6915718198,Infinity Health Group Ltd
"King, Nenene",1-142455988,Brooks Care and Nursing Services Limited
"King, Paula",1-8685516633,King Homecare LTD
"King, Rebecca",1-2142561669,LycaHealth Orpington Limited
"King, Rosalyn",1-11719215542,The Female Health Clinic Ltd
"King, Tanyaradzwa",1-8744600790,Lifeway Care Ltd
"Kingham, David",1-5639452382,Kelsam Support Services Limited
"Kingham, Lorraine",1-3260564792,BELGRAVE CARE LIMITED
"Kingsley, Elizabeth",1-13659736844,Liz-Ace Care Agency Limited
"Kingston, Teresa",1-10552703433,Community Clinical Care Limited
"Kinyange, Severine",1-17574651718,Love2care Solutions Limited
"Kinyua, Beatrice Wanjiku",1-7257714026,BK Care Solutions Limited
"Kinyua, Catherine",1-4163357726,Safion Care Ltd
"Kipkebut, Festus",1-119231112,Circle of Care Service Limited
"Kipkebut, Festus",1-7561804748,Plus Care Services Ltd
"Kipkebut, Festus",1-7945045103,MAY'S HOMECARE LIMITED
"Kipkebut, Festus",1-9273220071,DJ Vision Health Care Ltd
"Kiragu, Nancy",1-11330679958,Lehope Care Limited
"Kirby, Thomas",1-9730489187,Rialto Care & Support Limited
"Kirk, Joanne",1-2373956593,"Training, Employment, Support Solutions CIC"
"Kirkbright, Victoria",1-9725993402,Unique Support Solutions Limited
"Kitaka, Ruth",1-15750668578,Becoming Care Services Limited
"Kitchen, Richard",1-11374583959,R & E Kitchen Care Limited
"Kittoe, Kwesi",1-119230979,Sincere Care Ltd
"Kivumbi, Fred",1-3580860228,Care Solutions Recruitment Agency Ltd
"Kleiber, Gina",1-153033033,Kleibercare Limited
"Klifa, Kelly",1-14594202738,Heim Health Ltd
"Klinck, Britta",RNU,Oxford Health NHS Foundation Trust
"Klor, Philip",1-101653731,The Grange Care Centre (Cheltenham) Limited
"Klor, Philip",1-1444975340,The Grange Care Centre (Eastington) Limited
"Klor, Philip",1-6705905203,Platinum Nursing Care Ltd
"Kluth, Philip",1-9036785145,Healing Touch Care Ltd
"Knell, Stephen",1-101679881,Altogether Care LLP
"Knell, Stephen",1-14957804195,Altogether Care - Care At Home Limited
"Kneller, Ross",1-13408939851,St Margarets Homecare Limited
"Knezevic-Sharp, Dinka",1-2136586653,Able Carers Limited
"Knidiri, Hicham",1-4048331040,Healthy Care Limited
"Knight, Beverley Jayne",1-8325633172,Honest Home Care Ltd
"Knight, Hayden",1-2155127236,Indigo Care Services Limited
"Knight, Hayden",1-4204379714,Indigo Care Services (2) Limited
"Knight, Jennie",1-1642125348,Havering Health Ltd
"Knight, John",1-284267927,Plymouth Supported Living Limited
"Knight, Karl",1-13721669348,The Shropshire Care Agency Ltd
"Knight, Margaret",1-13699603878,HEALTHBUS TRUST
"Knights, Adam",1-101612663,Knights Care (3) Limited
"Knights, Adam",1-101618869,Knights Care Limited
"Knock, Linda",1-2837720239,Harmonize Care Ltd
"Knowles, Michele",1-18042006401,Chesterfield Family Care Ltd
"Knowles, Ruth",1-131464730,Family Home Care Limited
"Kohli, Sushilta",1-5349339816,D3 Care Ltd
"Kollamparampil Kuriakose, Anoop",1-1757442899,Karuna Care (TLC) Limited
"Kollamparampil Kuriakose, Anoop",1-2172641591,Camberley Care Limited
"Kollarja, Ermira",1-11625414335,Osmanthus Care Ltd
"Komakech, James",1-717604891,Alpha Care and Support Services Limited
"Komolafe, Clement",1-14524746953,Topmary Care LTD
"Kona, Kevin",1-465759189,Best Care 4 U Ltd
"Kone, Lebouet",1-2649900870,AA Nursing Care Limited
"Kontham, Swarnalatha",1-16092511915,BE Care limited
"Konu, Alfred",1-13833026130,24-7 Arms Care Limited
"Kooner, Angad",1-13662781452,Cole Park Care Ltd
"Kopparapu, Sairam",1-12257507085,Sun and Shine Care Ltd
"Koranteng, Ebenezer",1-16899478811,Mine Care Ltd
"Koshy, Rachel",1-14635577118,Esteemed Care Ltd
"Kotamo, Catherine",1-13930333129,Catherine Homecare Ltd
"Kotecha, Amit",1-18679123518,Care D Services Ltd
"Kotecha, Rakesh",1-249056135,Aberdeen House Care Limited
"Kotecha, Rakesh",1-600725834,Wayside Care Limited
"Kotecha, Umesh",1-131466925,HH Care Ltd
"Kounapte, Lorraine",1-144596343,Cherry Care Services Limited
"Kovacs, Reka",1-11378546461,Proper Home Care Limited
"Kovaleva, Tatiana",1-101639102,Eden Health Care Services (UK) Limited
"Kowlessur, Dinesh",1-14887365011,Destiny Care Health Ltd
"Krah, Mavis",1-14009827839,Prestige Care Solutions Ltd
"Krishnan, Pritha",1-5310534779,Romis Care Services Ltd
"Ksiazek, Patryk",1-15976764720,Silverberry Care Ltd
"Kubalalika, Prodine",1-17033571902,Whitehills Care Ltd
"Kucheka, Kozwell",1-11277638613,Hopecare and Health Limited
"Kuchhal, Gullu",1-18383333829,RG Oral Health Ltd
"Kuderbux, Mohammad",1-9485687903,CareForYou Ltd
"Kudhail, Harpreet",1-15522637175,Prosper Supported Living Services Limited
"Kufakwaro, Norman",1-8660052839,Henderson Health Care Limited
"Kufandirori, Babrah",1-14498122414,Quality Care Services 4U Ltd
"Kumah, Nana-Akuah",1-16430957663,VIDA Supported Living Limited
"Kumanan, Arasaratnam",1-5118782185,Barrels UK Care Ltd
"Kumar, Ajai",1-18998008621,TPA Health Limited
"Kumar, Anjana",1-2031864551,Sai Care Limited
"Kumar, Emil",1-101652909,Jesyem Medicare Limited
"Kumar, Jai",1-2852760342,Taylor Made Care Ltd
"Kumar, Manish",1-709118397,Caring Companions Homecare Limited
"Kumar, Neelesh",1-101685933,Platinum Care Appointments Limited
"Kumar, Neelesh",1-18792620232,Support Companions Ltd
"Kumar, Neelesh",1-6197215706,De Vere Care Partnership Ltd
"Kumaradas, Arumugadas",1-4862790547,Vivo Medical Care Limited
"Kumari-Chaston, Santosh",1-101671636,Kumari Care Limited
"Kumfa Epse Ntainjua, Florence",1-9966067745,Florebright Care Ltd
"Kumirayi, Joseph",1-9220347371,DayByDay Care Ltd
"Kumwenda, Andrew",1-13334765895,Elite Care Professionals Limited
"Kunaka-Soko, Viola",1-2288552801,Bright Almond Care Ltd
"Kundishora, Glenda",1-12008937911,Azelea Care Solutions Ltd
"Kundodyiwa, Judith",1-101682029,Care Direct (Salford) Limited
"Kunzwa, Absalom",1-18065454941,Pro-Active Care & Support Services Limited
"Kupakuwana, Padner",1-146318100,Sans Soucie Home Care Ltd
"Kuppusamy, Selvanathan",1-420103519,Care Concept HCP Ltd
"Kuratota, Kranthi",1-14397523348,SVC Carers 23
"Kureya, Evans",1-4353079263,Redspot Care Limited
"Kuria, Hellen",1-5653840878,Spring Valley Care Services Ltd
"Kurring, Sheena",1-355514727,Advanced Care Yorkshire Limited
"Kursey, Sandra",1-101676936,A1 Quality Home Care Limited
"Kuruppuarachchi, Nayanapriya",1-1464471300,Aspire Life Care Limited
"Kusamba, Frida",1-6316822383,Diversity Social Care Ltd
"Kushonga, Violet",1-7522773820,Heartview Care Services Ltd
"Kuti-Lewis, Tope",1-15981915115,TKL Care Limited
"Kuveya, Prosper",1-389603541,Person Centered Care Ltd
"Kuwan, Andrine",1-17715052498,Angel Care Staffing Ltd
"Kuzakwawo, Susan",1-6049984616,El Care Services Limited
"Kwae, Charles",1-16652693033,Ultimate Quality Care Limited
"Kwambana, Sydney",1-1968092174,Enlightenment Care Services Ltd
"Kwateng, Stella",1-3968384380,AKAIN Safe Care Ltd
"Kwenda, Sinikiwe",1-11603212817,Newbury Care Limited
"Kyei, Akua",1-7008377047,Care Carers Ltd
"Kyeremeh, Philomena",1-12992008305,Kenyarcher Care Ltd
"Kyprianou, Frances",1-10772981977,Innovate Complex Care Services Ltd
"Kyte, Michelle",1-4258447055,Surecare Redbridge & Epping Forest Limited
"Laav, Sudeep",1-101613545,Corvell Health Care Limited
"Lacey, Gail",1-271684845,Carers with Care Limited
"Lacia, Edgar",1-17715823485,Trust Homecare Solution Lincoln Limited
"Lad, Harjinder",1-10285895705,Carers To You Ltd
"Ladbury, Philip",1-101607788,Allenbrook Care Limited
"Ladbury, Philip",1-101643183,Alum Care Limited
"Ladbury, Philip",1-101644705,Primula Care Limited
"Ladeinde, Modupeola",1-3253116166,Mercy Care Limited
"Ladejo-Elder, Olatubosun",1-2883772716,Synchronised Care Limited
"Ladhani, Hanif",1-2315991147,Rosecare Shirebrook Limited
"Ladhani, Hanif",1-3090495674,Rosecare Chesterfield Limited
"Ladhar, Mandeep",1-101694206,Interactive Development Support Limited
"Ladipo, Abisoye",1-5764216660,London Homecare Ltd
"Ladkin, Frank",1-101640241,Forest Homecare Limited
"Laghai, Michael",1-14467700016,Precious Community Care Ltd
"Lahert, Deborah",1-5501840960,M& D Careplus Limited
"Laing, Philip",1-101614040,Abbeyfield Hertfordshire Residential Care Society Limited
"Laing, Sarah",1-19271728845,East Staffordshire Primary Care Partnership Limited
"Laird, Johnette",1-101648256,Peak Care Limited
"Lakhani, Indumati",1-101609066,The Holmes Care Limited
"Lakhani, Leena",1-2637113662,Blue Bay Home Care Limited
"Lakhani, Seeta",1-369864031,Peepal Care Limited
"Lala, Suhel",1-8598147580,Supported Steps CIC
"Lalji, Karim",1-101659424,Halcyon Care Limited
"Lalji, Mohammed",1-2034431617,PBL Care Limited
"Lalji, Shamsah",1-5063769412,Comfort Care at Home Limited
"Lamb, Donna",RDR,Sussex Community NHS Foundation Trust
"Lamb, Natalie",1-153024395,Community Ambulance Service Ltd
"Lambert, Darren",1-101674864,J & K Care Specialists Limited
"Lambert, Jane",1-9232034195,Emergency Care Gateway Ltd
"Lambert, Joanne",1-738302088,Sherwood Prime Care Ltd
"Lambert, Melanie",1-3059626299,Anderby Care Ltd
"Lambert, Sean",1-9297495761,Minerva Supported Living Ltd
"Lambert-Eydmann, Helen",1-2950511636,Abide Home Care Limited
"Lamichhane, Basudev",1-16526926208,Kripa Care Limited
"Lamming, Nicholas",1-117003347,Pasand Care Services Limited
"Lamming, Nicholas",1-9183703572,South Cheshire Senior Care Limited
"Lancaster, Kevin",1-4327558030,Oakingham Care Limited
"Lancaster, Suzanne",1-101680498,Lancaster Leyland Care Limited
"Lander, Joanna",1-10080421715,Honeysuckle Home Care Limited
"Lane, Christopher",1-101654648,Caretakers (SW) Limited
"Lane, Deena",1-4177041945,Maddaford Care Services Limited
"Lane, Jeremy",1-267061740,HBS Care Ltd
"Lane, Robert",1-712686174,Respond Care Limited
"Lane-Campbell, Anneke",1-3991978301,Dolphin Care Limited
"Lanes, Tracy",1-101652400,Advance Housing and Support Ltd
"Langridge, Neil",1-125892409,Health Sciences University
"Langston, Steven",1-101611018,Langston Care Limited
"Laniyan, Segun",1-3972458371,Laniwyn Care Services
"Large, Oliver",1-13934917910,Embla Health UK Limited
"Larkowsky, Danielle",1-8995940952,Purest Support Limited
"Larnyoh-Nartey, Venekai",1-18325505221,Potter House Care Ltd
"Lartey-Mingle, Esther",1-13942580964,Ethos Care Family Services Limited
"Lasocki, Marcin",1-2655728673,YESUK Care and Support Services Ltd
"Latham, Adam",1-19375751268,Love Health Group Ltd
"Latham, Katrina",1-3017383347,Flexi Care and Support Limited
"Latif, Fawad",1-3862976364,Angila Care Ltd
"Latimer, Cameron",1-7374737347,CEL Homecare Limited
"Latus, Jack",1-14149926626,Latus Health Ltd
"Laughton, Catherine",1-824569763,Daisychain Homecare Services (Bakewell) Limited
"Lautman, Phill",1-2337851383,Care2Care (Yorkshire) Ltd
"Lavelle, Eduard",1-127692384,Inniscastle Care Limited
"Laverick, John",1-101719579,Premier Community Care Limited
"Lavers, Helen",1-2172329725,Persona Care and Support Limited
"Laville, Gary",1-101653125,Modus Care (Plymouth) Limited
"Laville, Gary",1-101679621,Clearwater Care (Hackney) Limited
"Laville, Gary",1-101689966,Amity Residential Care Limited
"Laville, Gary",1-101725645,Modus Care Limited
"Laville, Gary",1-102643165,Pathways Care Group Limited
"Laville, Gary",1-116865157,Newlife Care Services Limited
"Lavis, Tanya",1-131465406,East London Care and Support Limited
"Law, Laura",1-347950325,One Medicare Ltd
"Lawal, Ayodele",1-10883678505,AHE Care Services Limited
"Lawal, Mopelola",1-10155163472,Logic Care Solutions Limited
"Lawal, Naomi",1-784839810,Fortress Supported Living Services Ltd
"Lawal, Olutoyin Iyewande",1-15883278958,Rehoboth Supported Services Ltd
"Lawal, Yemisi",1-321248581,DT Care Services Ltd
"Lawal-Adegbesan, Risikat",1-10638818412,Priory Care Resources Ltd
"Lawani, Akim",1-9770330405,Akim's Care Limited
"Lawford, Peter Mark",1-8532341810,Sirius Home Care Limited
"Lawrence, Daniel",1-6134919020,Crowthorne Care Surrey Ltd
"Lawrence, Gemma",1-5403959966,Willow Care North Shropshire Limited
"Lawrence, Pearline",1-4776781493,Walton Out Care Services Limited
"Lawrenson, Stuart",1-14246064597,HEALTHIUM CLINICS LIMITED
"Lawson, Andrew",1-101686592,Monami Care (Scarborough) Limited
"Lawson, Helen",1-5959556893,Rainbow Health & Care Ltd
"Lawson, Joanne",1-430699591,Independent Care Link Limited
"Lawson, Justin",1-522231500,Gables Medical (Offender Health) Ltd
"Lawson, Michael",1-118163941,South Bucks Senior Care Ltd
"Lawson, Stephen",1-139906637,UK Supported Living Services Limited
"Lawton, Zoey",1-17411847117,Lawton Care Services Ltd
"Lazarus, Jessica",1-101656970,A La Carte Care Limited
"Lazzari, Teresa",1-125892596,Support Horizons Community Interest Company
"Le Carpentier, Helen",1-101684041,Axe Valley Home Care Limited
"Leadbetter, Kenneth",1-101618392,Mallands Care Limited
"Leader, Siana",1-12905898266,Join Homecare Ltd
"Lear, Wendy",1-2061440179,Kidsgrove Care Solutions CIC
"Leather, Matthew",1-3531243413,Rymacare Limited
"Leatherland, Liz",1-6672133416,Northamptonshire Carers
"Leavold, Camille",1-101643066,Abbots Care Limited
"Lee, Andrew",1-5557608914,Loidis Care Services Limited
"Lee, Anjeong",1-7278061568,My Homecare Kingston Ltd
"Lee, Deborah",1-3648975975,Able Support Ltd
"Lee, Elizabeth",1-6468227165,Filey Home Care Ltd
"Lee, John",1-101643120,All About You Care Services Limited
"Lee, Ker-Meshia",1-17427883921,Ibis Homecare Limited
"Lee, Robert",1-3277808315,Lime Tree Care Ltd
"Lee, Yee Leung",1-16581597342,Mixin Homecare Ltd
"Lee-Kelland, Richard",1-15159980785,Bristol Independent Community Paediatrics Ltd
"Leeman, David",1-12689561615,Stag Support Services Ltd
"Lees, Jonathan",1-11203661992,Vestra Homecare Limited
"Leese, Michael",1-7331703844,BRJ Support Services Ltd
"Legerton, Jane",1-5059407090,Passionate About Care Ltd
"Legg, Amy",1-13173709653,Honest Senior Care Limited
"Leggett, David",1-101669993,Spring Cottages Home Care Limited
"Leggott, John",1-2110601479,Blossom Home Care Ltd
"Leigh, Colette",1-101648755,Creative Support Limited
"Leigh, Debbie",1-101680624,Cheshire Homecare Services  Limited
"Leigh, Helen",1-824755348,Ocean Community Services Limited
"Leitch, Lynda",1-717898983,New Day Care Ltd
"Lemmon, Karen",1-101618959,Whitehall Care Limited
"Lemos De Oliveira, Elaine",1-18709945659,OK Lemos Care Ltd
"Lennon, Edwina",1-119229201,Sunshine Care (Rochdale) C.I.C
"Leonard, Paige",1-13050716782,Select Support Ltd
"Lessells, Kevin",1-101639093,Celtic Care Services Limited
"Lesyk, Olena",1-14566192376,UltraCare Plus Ltd
"Lett, Amanda",1-858412233,Lett's Care Ltd
"Levers, Claire",1-9665855372,Bespoke Care Services East Dorset Ltd
"Levins, Pepertua",1-1371728521,Practical Care Solutions Limited
"Levy, Shoshana",1-11229562935,St Helena Care Services Ltd
"Lewes, Emma",1-101680229,Cream Residential Care Limited
"Lewis Wortley, Alexandra",1-4461100857,Capella Care Limited
"Lewis Wortley, Alexandra",1-6725655981,Cosmos Care Limited
"Lewis, Angelina",1-8545520000,Ange Trusted Care Limited
"Lewis, Anne",1-101649159,Lutchmy Care Services Limited
"Lewis, Anthony",1-5232835743,OptimalCarePlus Limited
"Lewis, Brigitte",1-362478346,Premier Community Services Limited
"Lewis, Carly-Ann",1-14856395112,Hyacinth Care Ltd
"Lewis, Catya",1-15027576161,Astute Home Care Limited
"Lewis, Claire",1-267913721,Culmside Support LLP
"Lewis, Daniel",1-4375792428,Prestbury Care Providers Ltd
"Lewis, Debora",1-18173983181,Livlife Care Ltd
"Lewis, Joanne",1-121525513,Enhanced Elderly Care Limited
"Lewis, Karen",1-101642621,Essential Care & Support Ltd
"Lewis, Karen",1-101691748,Highlea Care Limited
"Lewis, Maureen",1-2009964590,St Ives Lodge Care Ltd
"Lewis, Melanie",1-11589414945,Lillie-Rose Home Care Limited
"Lewis, Michael",1-1432751302,SC Galaxy Care Ltd
"Lewis, Rebbecca",1-18666516535,Care View Limited
"Li, Jiawei",1-10683453785,Tuli Health Ltd
"Liadi, Oluwaseun",1-14824421924,All 4 Health Ltd
"Libah, Adam",1-7799639588,Centre Care & Transport Ltd
"Liban, Mustafa",1-3072106699,Bliss Care and Training Ltd
"Libero, Jan",1-15826961913,Multi-Care Community Services Suffolk Ltd
"Liddell, Margaret",1-6914132778,Carevex Limited
"Liffen, Alison",1-317441812,Above & Beyond Care Ltd
"Light, Eleanor",1-3002958368,Solas Senior Care Ltd
"Lightfoot, Amy",1-479241671,Ryedale Homecare Limited
"Lightwood, Kerrie",1-13910927621,1Step Beyond Support Ltd
"Lijoka, Emmanuel",1-15126856336,Care2Care Agency Limited
"Lilea, Ionut",1-10644375772,Bolt Care Services Ltd
"Lim, Shir-Li",1-5020812110,Golden Hand Support Ltd
"Limbada, Altaf",1-101640632,Your Care (UK) Ltd
"Limbada, Rashid",1-12243910356,Comfort Support Services Ltd
"Limbert, Sharon",1-3213731516,Acorn Care Providers Limited
"Limborgh, Melanie",RDU,Frimley Health NHS Foundation Trust
"Limted, Kudakwashe Carlton",1-10428270291,Angel and Star Care Services Ltd
"Lindars, Paul",1-8693088681,Evexia Health Ltd
"Lindsay, Jouni",1-101642336,Linfield Care Limited
